,username,mediacount,followees,followers
1729,swissgo4design,568,581,71962
1730,levishiva,0,202,69
1731,haticesozmat,78,444,191
1732,nnamrin_sc,0,296,44
1733,mwdeniz,0,530,11
1734,imvutatted,3,370,4736
1735,eerdemdemir,1,345,411
1736,pamelasahaja_,6,763,1439
1737,adrikalvarezhernandez,63,1448,183
1738,paulo_vaz_maga,10,406,277
1739,unclesav_,143,3635,3149
1740,andreea.gif,789,1279,1324
1741,soni_smazinkovaa,104,516,456
1742,benguu_ssalan,0,508,452
1743,memtega,66,716,722
1744,onurdicle,0,147,0
1745,zxxyeen,3,175,26
1746,shiz_uka1997,0,120,11
1747,sergiorg019,0,431,48
1748,gabw.sy,2,699,682
1749,scooterneek,2747,381,84
1750,lea.labbe,6,173,254
1751,d0p.p,0,255,802
1752,mikovic_s,16,582,464
1753,cavydesign,1333,896,5572
1754,alvaro_rubin,0,370,505
1755,gaya_amer,0,33,5
1756,andreagore_hc,123,892,1466
1757,_angeliiiine_,12,1067,606
1758,biochemicalvision,3,62,45
1759,elpeteloco,0,26,0
1760,chad.ish,242,1093,2442
1761,samu_el_jones,82,567,101
1762,cursedbook,99,361,1738
1763,mamb_ii,466,2373,1145
1764,idilozturmen,4,875,959
1765,pie_trz,62,189,199
1766,douglas_bnd,16,433,396
1767,adeyvisson_franca,127,1732,952
1768,backend.all,0,556,3
1769,danielcry99,17,1335,1023
1770,gioiabortola,421,197,172
1771,dii_nta,42,176,205
1772,umittdogannn,11,656,743
1773,naazziik,113,1499,2082
1774,ketukier382,0,3698,2401
1775,tomibasilio,189,1250,731
1776,busranurklyc,6,289,291
1777,erikaquinteros__,91,1308,886
1778,madalenaozturk,0,360,36
1779,lucas_ruru,173,2726,920
1780,ogunb,2,158,108
1781,gelis_storee,1212,6663,3990
1782,fabivillarreaal,6,668,1127
1783,tugba.turkr,62,1408,742
1784,giankyn,79,658,1496
1785,a.sspace_,2,33,21
1786,ton.pardim,12,453,171
1787,gis.berni,0,218,225
1788,davidmauryyyy,19,828,609
1789,ahmetukaya,6,497,520
1790,ootsukaaa1214,8,384,332
1791,gagliardiedomke,285,1001,5023
1792,diamonds4eyes,2951,4442,94
1793,thisispailiu,46,484,220
1794,ottterom,2,629,818
1795,catiasofiapalmeida,0,152,123
1796,1lessmanifesto,9,120,37
1797,jannysanterva,2,448,966
1798,kaa_micky_,0,52,2
1799,hfjsjskcjwkfn,0,33,0
1800,angga.is.here,29,986,1031
1801,gazimbosapotravi,189,1401,1140
1802,dv_alvian,2,520,1052
1803,simplycoke13,216,1320,808
1804,oh.nazani,41,157,95
1805,silas_calisto,1,679,106
1806,adrienquintero,8,198,54
1807,fox_spiritt,14,60,49
1808,kenzack00,1,66,1461
1809,_byspring,22,422,119
1810,moma63827,0,3,0
1811,10vv.1,15,137,202
1812,radioactive_.element,0,115,6
1813,thelightroomgallery,60,6248,1523
1814,lav_saksena,1,151,61
1815,mister_mops_,29,858,275
1816,bibappo,0,6,0
1817,kehaunaniii,9,494,320
1818,mandar1kelkar,8,541,107
1819,daemon_m_hernandez,2,421,494
1820,tongkulkan_official,40,1263,576
1821,viogans,32,499,538
1822,alvin_r_h,164,1246,1121
1823,fxbiogabriel,0,371,947
1824,kamielvankessel,227,2154,435
1825,clem.diaw,116,643,390
1826,jororol,1,310,60
1827,jtarquinx,0,200,9
1828,arthurmotions,0,99,25
1829,mariaa.valverde,51,937,792
1830,teotfwooddd,0,33,7
1831,soumayasalmaoui,79,411,538
1832,oscar_navarro20,108,53,85
1833,thecharlypalma,22,123,108
1834,cancbnoglu_,3,93,7680
1835,cactuspadou,15,131,251
1836,ovidiu.stefan.55,9,589,588
1837,tobyccw,1150,522,365
1838,tabi.tha1286,0,177,15
1839,sawatchozzz,2,247,30
1840,ake_films,1,39,67
1841,gullergencer,0,132,0
1842,ft.brianyoon,58,389,499
1843,matheus_farias111,0,1760,109
1844,semsicem,469,496,683
1845,selen.dmrll,0,133,105
1846,sorinenasoaie,5,474,485
1847,h4ru.docx,2,4,0
1848,ifanifannns,64,2057,1269
1849,jnougues,205,604,575
1850,mis3ry6usiness,576,53,76
1851,necs_alina_maria,78,790,312
1852,chadwleczyk,2562,3460,946
1853,blueismyfavcolorrr,0,19,7
1854,theonlyneb,156,253,128
1855,123xyzzzzzzzz,9,569,7
1856,pepe.papineau,117,453,175
1857,marianaaguilaram,0,696,737
1858,marifergamboa,32,1842,703
1859,_the_fit_engineer_,36,1008,1258
1860,w3noh,36,285,274
1861,jerwilt,425,253,122
1862,jack_vont,0,88,23
1863,aaa41111,49,513,100
1864,claudio_leal7,7,433,703
1865,ariagnasarai,102,939,302
1866,mahyork,108,413,290
1867,benaventekaauamo,299,1446,617
1868,keytaaaaaaaa,3,1209,1692
1869,mindoftn,8,115,94
1870,gabiikal,5,184,607
1871,notyure,20,1362,333
1872,arzumkilicc,28,493,480
1873,douglastechnics,0,157,107
1874,ninaponcem,0,1915,907
1875,narawastu,168,1491,1047
1876,ryancks,82,312,210
1877,lauravidana,59,1062,1328
1878,dsrivarola,620,1034,1130
1879,dixy25,93,569,468
1880,cnsdladl,13,971,290
1881,shostenger,3,506,711
1882,_selinisah,10,141,283
1883,dani_wicki,6,340,254
1884,gabrieldavincii,3,280,158
1885,18ohms,12,4,75
1886,wichisdylan,536,1672,515
1887,facu.sanchez1,6,950,959
1888,julio_domii,13,418,722
1889,gzcoelh,256,1212,959
1890,khaliljovier,1,1171,830
1891,omrhdzvs,7,162,123
1892,mariomlima,123,1131,1038
1893,ronaldovpaez,3,969,1760
1894,_alynef,14,396,378
1895,macpaullifestyle,253,352,85
1896,b_688136,29,1304,137
1897,mustafalfa666,2,82,84
1898,y5tgs,3,99,1
1899,el_master_deficiente,18,320,102
1900,justifs,1173,674,1472
1901,seanvid,285,1445,741
1902,anne_teya,0,1706,127
1903,ilalez,223,2102,548
1904,rainy.uta,0,8,0
1905,mhdcazza,2,701,34
1906,buseceeviik,13,467,501
1907,anderson.rangel002,0,762,112
1908,fake.isteamkne.ariyon_sikit,0,907,1
1909,sofina_._._,0,70,58
1910,richardjhobbs,1310,1392,689
1911,franciscolodi,69,407,247
1912,pui_yims,18,436,147
1913,caduffernandes,51,2022,1260
1914,seznec,0,842,138
1915,sagesauce,134,243,106
1916,naomi_dnt,7,701,2210
1917,mapitamalapinta,148,1337,689
1918,tionistper,24,644,28
1919,ha._.naaaa,9,543,307
1920,slozanomontanez,33,1468,740
1921,atonaldissonance,257,377,361
1922,09valenc,41,403,123
1923,diegoo_carrilloo,2,1514,862
1924,thememedalorian,1125,781,5337
1925,katip_katipwasasiri_,11,415,53
1926,isaaaaa_gomez,35,620,946
1927,berkayerli,0,699,108
1928,barfeyy,0,243,298
1929,un_oguzhan,2,331,672
1930,themgmusic,4444,805,6810
1931,sutashi17,19,327,538
1932,thierrynoir,368,1505,26650
1933,ravmuath,1,36,10
1934,sipangrigorian,4,1208,621
1935,manuelbolivarp,245,1668,3566
1936,ico2u,5,170,2540
1937,naesivintage,75,3173,701
1938,brettonlayne,305,88,713
1939,rhiannakimreds,55,853,1602
1940,ifknloveads,0,964,0
1941,nas0u,59,616,113
1942,vahit.bilgin,48,893,318
1943,fabiana.pereira__,0,589,451
1944,goddesse7,0,82,1
1945,hqyhpy,6,5,1
1946,brandedgoodies_,2,370,76
1947,ilonaroura,39,587,585
1948,hc.danieltrease,39,530,789
1949,youngyim,273,596,946
1950,hey.blubber,6,140,65
1951,osamahsmr,0,130,22
1952,osooso6304,0,68,0
1953,jmtsnx,0,27,0
1954,gozdeec,50,445,425
1955,byfintan,15,100,42
1956,ggulinkose,0,122,144
1957,abikemalk,30,1503,731
1958,marinaa_popovic_,219,996,1155
1959,imharunaras,0,126,96
1960,prizmatolyesi,7,346,2591
1961,realnessbeats,6,798,606
1962,naomi.k.croll,5,278,127
1963,erikdevrieslentsch,22,449,121
1964,matill,17,752,1378
1965,mfurkanakcabag,21,2487,3458
1966,collectivesearch,50,458,256
1967,esmakdogaan,0,212,82
1968,eurus_echo,26,1170,755
1969,f__romani,24,87,75
1970,_callmeal3,2,951,493
1971,sweatheralll,371,2255,949
1972,yeahroon,2,654,116
1973,max38267,0,32,30
1974,mxlsaa,4,773,384
1975,eduardosamar,139,714,642
1976,yasarkalay,43,825,352
1977,_e20___,0,153,8
1978,dyt.selvi_ylmaz,61,1582,1791
1979,dayniferd,12,4412,13307
1980,nescafehoe,807,347,60
1981,dralabaster,149,406,295
1982,_juppa,0,284,244
1983,olivier.lapuente,7,22,27
1984,jamesfang123,0,886,1360
1985,personal_myths,18,550,60
1986,blackjaguar91,16,253,72
1987,fboniguinicelli,731,1300,1261
1988,lenakkk_,80,579,68
1989,aycaozdemir48,1,260,230
1990,praeclarus_,0,6542,298
1991,damlasayarchitecture,3,54,169
1992,sercana_,44,104,65
1993,antoniojaquez,77,1372,612
1994,8888.0.8888,0,44,0
1995,azharrr.bm,3,1559,1303
1996,leonardougartemendia,9,2116,478
1997,_posas,39,611,505
1998,mi5oragram,0,11,0
1999,sadeceokur_6,31,1062,6251
2000,stellajoe82,1326,620,127
2001,camstagramm,555,2671,1544
2002,wiirasakdi45,1,206,5
2003,franco.orabona,29,1038,993
2004,scarlet_agnes,1052,2324,1025
2005,manualvarado_87,24,408,328
2006,alexia.ketza,62,1275,1276
2007,komaedanano,230,736,262
2008,manwai0000,161,1129,234
2009,kumulusproject,18,1039,213
2010,deanvicious,27,543,462
2011,et0urdi,0,767,365
2012,copyrightedlei,16,392,488
2013,rendycandy,131,495,1196
2014,quantum_tantra,362,3194,2126
2015,nhi_nhi_0701,3,175,102
2016,kellzxino,38,540,123
2017,stephenpaulh,224,396,356
2018,buz_c,2,190,44
2019,hasitha_alluri,10,829,777
2020,alexinexile,97,1014,658
2021,youtrashlife,132,1001,2071
2022,nandogatinho6,277,830,513
2023,danielabellanv,0,965,444
2024,carolinagomezdeo,542,1002,3221
2025,manuelgoodr,209,851,319
2026,tasnimashraff,220,1233,2263
2027,lilldoga,6,125,121
2028,idlesean,398,1613,3414
2029,cam.o.rr,7,953,1194
2030,tasnimedrd,0,553,545
2031,badxson,1,2556,248
2032,dhikaauliaa,4,691,536
2033,andrewjcelaya,26,317,204
2034,ayedenney,73,518,977
2035,mam.mp3,1,385,217
2036,artep_q,2,304,298
2037,coronel.drogo,61,151,79
2038,kabiserra,2573,1755,454
2039,arnold.balasingh,0,906,341
2040,illshowyouhowto,618,1044,2040
2041,kristen_cim,5,2498,382
2042,gabrielsanchezbaquerizo,6,969,1141
2043,chaotic_neutralist,9,67,24
2044,guillermolazarosaiz,208,1024,388
2045,manuluraschi,23,769,272
2046,berkanergel,0,161,53
2047,qazanhan,30,188,267
2048,lissy.l7,2,121,91
2049,ayoub_rhaddi,1,284,280
2050,mvrina888,403,788,1087
2051,dancingbb,415,549,308
2052,elahofficial_,139,3197,15869
2053,nungning_sv,46,410,1448
2054,cbymore,2,363,327
2055,ayrisderici,50,1148,1251
2056,michaelef1988,0,22,7
2057,leocfwong,291,1292,541
2058,jaoka2200,12,26,33
2059,leonardoborzi,41,239,508
2060,sathwikp9,79,431,223
2061,sublinital,632,717,309
2062,imanalienonearth,448,973,1482
2063,dannochavez,24,750,976
2064,pedro_ab_,25,1616,874
2065,vanessasantos_______,1928,3054,2396
2066,agodesgrazias,18,389,505
2067,banesbrush,66,897,187
2068,harlokma,145,4492,3861
2069,gui.dmr,96,1082,1170
2070,4.valeriaa,10,5956,808
2071,m3maluma,0,1676,106
2072,skbtx,381,3992,176
2073,bensavior8,39,5,1
2074,caiokobama,581,1257,914
2075,lau.bgs,67,583,305
2076,b0camargo,235,1807,344
2077,jordannorris1886,14,413,289
2078,cogito____,0,20,4
2079,aileenmendozza,0,412,825
2080,hiroyukikushida,91,944,137
2081,vaultjp,0,1,0
2082,maxnixs,283,1160,374
2083,misssj28,351,1053,605
2084,anildegirmenci,54,855,1305
2085,nktgrdn,3,111,185
2086,impermanentloss,27,975,415
2087,julsaenzc,68,548,539
2088,iam_jon__,33,240,577
2089,cereneceyuce,44,606,844
2090,cabral.brenno,1,664,642
2091,hana.sangani,13,633,1548
2092,strictly.arda,5,281,1079
2093,ernestoresende,13,226,239
2094,irelandgoens,115,906,1192
2095,slymnnszk,4,175,175
2096,fran_gxrcia,1,1205,1538
2097,guillelhixir,156,488,427
2098,sizl._,1,8,2
2099,harraiza9,24,298,180
2100,denizkaracik,88,757,721
2101,sami_saied,750,856,527
2102,fcagriturna,0,487,403
2103,trng.h_,0,195,0
2104,flyingsikh_,20,78,111
2105,adrivsva,22,1042,245
2106,qilzk1,14,222,114
2107,greenachs.th,0,664,298
2108,lidstudioo,27,51,84
2109,coretexifun,521,963,231
2110,trishguts,49,622,680
2111,monjyo,178,1290,432
2112,dnm110297,0,425,0
2113,davidgyt_,98,189,190122
2114,urkoberrade,85,874,1529
2115,mshelofastov,0,142,143
2116,kirschner_krisztian,0,54,185
2117,arnaprl__,1,144,71
2118,platinum_xd,103,302,262
2119,mihaelpetrut,25,1269,862
2120,ismael_alves543,10,4421,663
2121,chlea_lutecia,31,173,189
2122,__myrxs,25,1207,1475
2123,natnotimpressed,332,1596,1082
2124,_rilaxx,24,729,1692
2125,gret.alien,4,536,264
2126,h7trl,39,485,1623
2127,ecebeste,40,904,789
2128,rahim.vahedi2,116,1673,1493
2129,kylesalao,156,1206,426
2130,allspoole,0,765,91
2131,shon__r_m_x,0,296,1134
2132,igemici,50,1559,582
2133,thesagetakeover,169,102,121
2134,carlossboi,5,885,356
2135,mozeminja,23,325,267
2136,mr_dhruv_pvt_,2,291,378
2137,elwolfinator,0,9,0
2138,natrosado,3,321,269
2139,jaxoncallan,0,765,1753
2140,uravonlimbo,165,1068,374
2141,veroandherpuerros,90,771,806
2142,tom.harney,174,997,1036
2143,_alialshehi_,16,648,333
2144,pravin_premkumar,1855,1441,386
2145,thelonelionx,16,648,468
2146,badboysuperstar,14,282,125
2147,aka_sam7,0,56,86
2148,ramzalsenussi,58,6245,180
2149,hecate_artwork,318,992,3217
2150,felixknoxnielsen,1329,479,509
2151,oranmcstay_,4,714,618
2152,tuncayakgull,9,484,2573
2153,houdanajm,0,838,342
2154,vitavitrail,8,1145,288
2155,phil_sch11,6,147,19
2156,__.earl,10,668,710
2157,bibek_sharma08,7,320,268
2158,jorgegbalbin,6,1381,355
2159,yare.schz14,36,642,1166
2160,gueek01,28,147,14
2161,cici_hazel,175,309,71
2162,rayomand123,0,500,513
2163,vanshh.k,3,708,260
2164,luispardoj,1,211,99
2165,art_trails_,86,901,703
2166,ahmet.bayrk,14,163,180
2167,fenid__,155,240,345
2168,ashtarte_sub,18,207,53
2169,anne.ngd,0,48,23
2170,serdar1.w,0,221,184
2171,hollyberr,637,894,271
2172,ahmed_abdallahxo,1,188,198
2173,pedro_rzd,16,691,656
2174,roderikros,63,2020,1967
2175,svwwilliams,5,234,306
2176,ali_sakarya07,5,351,239
2177,alex.andher,121,879,252
2178,shloka.menda,26,525,592
2179,davidvalin_fx,86,81,12862
2180,ovidio_gr,6,343,289
2181,frankperigo,53,542,593
2182,coco_maestro,10,1529,154
2183,itsmeyogeshh,84,1345,855
2184,olavl22,0,635,211
2185,edwardperdomoo,647,2267,19373
2186,omar_karkor9,20,1082,210
2187,miguelcashat,49,3033,1365
2188,juanm_crxz,67,503,960
2189,emil.ackrmn,1,114,174
2190,hundirsenoesopcion,1182,4910,1198
2191,luanasramoos,27,123,217
2192,magabaldassa,80,1340,1059
2193,pamxtwi_n,41,762,662
2194,alexandtheree,47,2303,2540
2195,valeriagiraldoj,7,1386,5256
2196,thebrucegriffin,70,466,224
2197,me8up,1,275,259
2198,milena_francisconii4,225,2084,376
2199,esyoonbrjh,2,342,250
2200,cam_macqueen,438,1245,1409
2201,opx_euracshno,4,199,32
2202,juanvazquez_a,235,532,827
2203,miagegedeng,186,702,1086
2204,toouglytobereal,31,1216,425
2205,mo7sbh,0,285,132
2206,itsmeklaaraa,34,407,986
2207,jclote,50,1322,1280
2208,little_sway_around,50,1997,170
2209,ericbocci,6,690,361
2210,javimassa22,1,340,270
2211,ravena_kkkjk,0,2369,955
2212,lilkj3d,0,197,123
2213,astridsigui,1670,5717,613
2214,emi_sosaa,37,1208,1408
2215,billionseyes,1,149,10
2216,eslafer,32,307,327
2217,steveismybarname,103,636,275
2218,tateliang,12,724,606
2219,josembonilla,82,1173,1645
2220,pablo.guadarrama,22,912,1820
2221,servmmag,1,4,0
2222,cooper_wood_,6,360,1466
2223,thayyaaratrthrrmkicchphaani,10,46,26
2224,arnaud_andree,0,467,761
2225,takashittkc,40,2083,311
2226,griffintemple_24,44,1379,659
2227,juansalguero,710,2527,1219
2228,evil.spock,1606,976,228
2229,bstroyx,0,444,94
2230,lucasdavid2506,0,771,0
2231,angeles.arandaa,0,188,207
2232,hnozpme,132,894,252
2233,mertbeatz,0,680,646
2234,inaam.art,62,38,497
2235,herseyeeragmeenn,0,127,1
2236,kanitkul.bt,0,274,14
2237,claudia_ruiiz,17,4855,7838
2238,pm_tony,646,2125,376
2239,tom_furse,1928,2216,14731
2240,grifosandgargolas,0,219,9
2241,f10.studio,20,32,25
2242,cervantes.6,146,628,225
2243,torimaurente,1,1214,1735
2244,basibosit,0,39,2
2245,cristian_martinez2204,16,3152,1032
2246,frizviii,365,407,1104
2247,resmemembrances,1,330,24
2248,alamont68,0,895,1427
2249,miguel.viseu,10,74,34
2250,dmylesc,24,571,572
2251,popuh.music,220,920,779
2252,blake_burn,237,1710,1271
2253,ladder678,0,182,5
2254,workdae9,0,2871,4
2255,rama_alhaffar5,24,1524,775
2256,x_abdul.0l0,0,205,61
2257,nadersalah99,0,229,17
2258,nicowens,0,22,1856
2259,thenotoriousbald,0,967,122
2260,pastel_xaos,1,126,48
2261,_cienfleur,24,56,59
2262,_amer_hassan_,25,717,616
2263,ferhatosanoglu,0,158,145
2264,andrewhauenstein,2,607,1229
2265,47fk_,3,147,55
2266,cynthiatannouri,93,1093,1096
2267,kaanerdemsl,72,595,528
2268,_chillero,28,530,200
2269,dariushm_soltani,109,634,4494
2270,im.agnosticc,90,144,60
2271,diasnubladossiuu,3,50,38
2272,camo.96,0,3139,40
2273,utm_asin,5,158,122
2274,miss_madelaine,88,929,213
2275,florine_dfts,7,293,215
2276,mattpipins,17,337,511
2277,laletoydas,29,1916,459
2278,t.b.b.p,17,3611,214
2279,regitachast,41,1120,16466
2280,aleynasel35,216,594,946
2281,sebkinsey,7,321,184
2282,melikergin1,2,382,366
2283,fernando_oliveira84,22,583,461
2284,dj_carlosvaldez,0,1479,275
2285,ericclayminer,253,975,297
2286,rparmanovva,0,50,17
2287,matt.dauria,4,460,1162
2288,denise_kasapoglu,60,1254,249
2289,aarepalm,20,111,42
2290,anojetodan,0,121,83
2291,ameerkassis,66,335,138
2292,hrimnsh,0,80,233
2293,xthings.cards,17,1241,152
2294,verism_,227,936,2503
2295,matteo_zacca,292,480,130
2296,diegosantalme,0,412,0
2297,pizza_bandit_,104,150,57
2298,minazbusraa,106,915,760
2299,angel__casado,31,1652,289
2300,adimoyeda,243,1045,1677
2301,eyll19_,0,528,149
2302,manfredi_abenante,5,38,18
2303,rubendowski98,2,753,164
2304,mfaacar,71,1016,1083
2305,jouel95,58,1215,1080
2306,enzo.mincache,0,359,247
2307,omerfbagci,13,437,417
2308,alonzo0509,46,837,348
2309,0zgeozen,2,158,122
2310,chitho23,160,488,332
2311,lazyabird,110,1122,419
2312,22222e5,0,471,0
2313,assimousse,3,240,125
2314,salahfcb,15,426,164
2315,minamoncito,1884,3752,576
2316,bwolf_art,173,754,730
2317,emiidcr9,6,761,688
2318,kemal.ucar01,0,338,281
2319,tor.nurseren,211,2705,955
2320,sir.rah,4,624,668
2321,visualart_io,7,49,17
2322,ouenza.adam,0,375,7
2323,dani_aranda01,3,354,448
2324,lewapawel,88,977,381
2325,alex_tell_,33,783,358
2326,riccardo_medda,3,122,90
2327,kaethniel,5,2965,365
2328,lasotyzm,154,401,678
2329,mdmuzammilhossen,7,972,90
2330,emil0q,49,78,34
2331,teotonioemerson,11,438,923
2332,enopii,16,547,283
2333,faisalhijji,164,841,247
2334,cgrkya26,19,335,377
2335,ydhask,0,740,283
2336,stela2424,116,458,1125
2337,a.esenaman,42,404,406
2338,vinprolific,2,2096,1745
2339,mackeidragon,3,17,12
2340,manuu_peres_,26,358,386
2341,mohammedksaad1,11,757,73
2342,cloasies,45,610,551
2343,ronkataaa,17,950,1025
2344,mosoiuana12,0,1115,544
2345,jx.tin,3,459,709
2346,sawl_,24,1245,768
2347,alishafrp,46,347,308
2348,monitabohmer,142,1413,240
2349,luktan.ktk,6,646,904
2350,anjoleehudson,2,426,844
2351,cpwaite4,49,1193,1830
2352,patriciazawadzki,12,709,444
2353,josueshino_shinojc,504,1967,1377
2354,svn.flxwxrsxy,2,311,98
2355,llari.gs,8,4145,898
2356,evelissssssssss,0,189,59
2357,faynails.co,4426,3015,12435
2358,shehnum_writes_offical,60,714,160
2359,kocadag20,77,211,139
2360,psychoptak,0,18,1
2361,stil_bear,103,353,428
2362,jodddyyyyyyy,0,584,487
2363,rishi._.b,35,120,94
2364,qusai_hadi,5,299,271
2365,ibadmon,6,948,989
2366,susana_bs_,4,680,449
2367,rawaeni,0,382,104
2368,artofidayan,30,950,487
2369,jessic.avila,6,386,534
2370,5eil6,40,116,204
2371,meryemsecilaslan,3,204,261
2372,bramadhika,0,678,170
2373,influencingmyselfsince90s,0,495,0
2374,summer.phh,209,1805,1421
2375,tlgdvc,34,450,506
2376,kagaatsushi,814,1113,2354
2377,e4syv,2,176,16
2378,achosansensei,0,454,93
2379,l3m71,56,41,7
2380,rycertz,69,955,1128
2381,availablenfts,2,46,50
2382,marchik3d,97,1166,1267
2383,skp.jpg,6,259,10513
2384,lualgan,164,979,1011
2385,juanca.be,1,510,321
2386,brandonheronimo,6,752,193
2387,gulsahsevinel,0,507,272
2388,mrpigzz,269,7492,3965
2389,louislbq,59,849,179
2390,swedajoe,38,449,429
2391,aaronnipas,51,1370,1128
2392,alfonsobautista_,457,1154,2602
2393,orbayozkan,75,547,533
2394,conejovlanco_,555,1183,867
2395,ferhatv5,6,144,128
2396,ferkertmesa,0,93,0
2397,avieirarocha,0,108,123
2398,thesayaofficiall,6,483,23
2399,hnprints,200,737,1131
2400,julioreyess,208,376,239
2401,mintinnx,12,658,323
2402,sevdex1,0,3253,7
2403,kerem.04,0,1564,9
2404,iddil.0,6,4878,0
2405,linalin.oul,0,88,2
2406,ruhatmersinn,3,289,245
2407,danielpatrickmoore,1,587,58
2408,joshua_dbh,30,350,288
2409,roywalker,30,177,803
2410,blindconfidence,0,123,0
2411,moonlightl97l,0,521,217
2412,eferreira91,0,41,32
2413,florianjacoby,252,795,30361
2414,la20190117,0,245,91
2415,wamdaadel,644,699,182
2416,plmoiu49,0,21,0
2417,edgar_rv77,5,37,4
2418,trsx93,1,1687,63
2419,___tique,43,397,392
2420,veramensana,93,250,233
2421,yuk.selshn,0,266,125
2422,sevval.akyz,0,96,291
2423,figtruman,129,554,280
2424,canyollcu,4,448,450
2425,julienandre,516,164,125
2426,shincheyza,564,7487,65
2427,fatoag,169,1605,508
2428,canonchloe,45,420,313
2429,mado25694,8,9,45
2430,burakoztrkkk,0,354,446
2431,julianreinajr,2,960,928
2432,le.baron21,0,348,78
2433,ana_maribs,6,410,361
2434,angeli.snjn,0,1506,302
2435,domasooo,0,1357,5
2436,_kt.doris_,7,3036,199
2437,marceloavilajr,43,712,609
2438,mrityunjayraj321,1,1818,111
2439,emree.arikann,0,310,253
2440,ivanmenchaca,46,895,120
2441,brky.akcr,0,269,262
2442,laurenstollow,29,1562,559
2443,_carolsbrito,85,505,1287
2444,emrecantureli,6,352,380
2445,izblltlsc,57,609,141
2446,gpaiken,191,305,222
2447,harryhorne13,0,23,18
2448,paaattttttito,9,193,72
2449,_jersey.girl,308,1650,864
2450,liveonpaperst,7,106,5
2451,stepan__zan,37,342,190
2452,kavishsethi,216,618,758
2453,ippo.png,141,452,40
2454,oscartf_,31,285,183
2455,charlotte.de.meyer,0,163,139
2456,lsheydaaal,2,170,79
2457,dudu_4d,0,332,68
2458,pepperphotomx,933,777,1971
2459,biaskyz,4,382,1011
2460,kadirkalaz,5,180,194
2461,omardiken,2,699,346
2462,ilustranto,29,589,3942
2463,mantilucia97,171,1388,831
2464,meefta_,21,187,172
2465,r4n4aa,0,24,23
2466,_callmecaesar,3,638,278
2467,bilo_____,0,297,233
2468,visal_chhean,27,3292,888
2469,nfts.fishing,0,594,148
2470,iremnuranayurt,3,147,160
2471,pf_boss,131,507,826
2472,bledsusuri,9,1024,803
2473,eyesofeywa,87,471,876
2474,lauraa.aguila,2,640,955
2475,sp___pinku___x09,18,866,691
2476,mayou.shka,15,201,71
2477,limonadadefrutillas,37,3145,10862
2478,fabuloso.richie,113,881,61
2479,dialhectic,32,388,120
2480,mayour_writes,92,183,9609
2481,fack.nomore,48,36,26
2482,anigalye0,44,600,185
2483,okumena,30,323,569
2484,maximimosa,74,374,483
2485,___vantes___,3,763,62
2486,xitlalilopezzz,2,416,819
2487,ahmed_gamal18,30,213,105
2488,johnducusin,39,674,407
2489,benhasantan,16,502,441
2490,boris_vartanov,50,303,527
2491,grettir_8,28,1470,315
2492,dpmarruffo,6,626,1053
2493,maya.ganzvi,276,294,136
2494,mynameislostinthemoon,0,21,9
2495,brend4z_,0,624,309
2496,valleyheat840,22,232,697
2497,boredom.inic,176,812,947
2498,noech_dun,45,698,316
2499,as3d_s3id,9,1830,641
2500,nenesadari,28,187,67
2501,silkxdust,458,1211,712
2502,jxsse.vvn,0,202,0
2503,savas_ali__,1,1721,1666
2504,kylefortinsky,223,371,321
2505,ebenova_,63,585,559
2506,bebela__souza,139,5611,1364
2507,itstrich,373,1539,494
2508,morganalazzari,128,1871,1357
2509,gui_arantes09,5,421,131
2510,axarroyo,7,713,739
2511,estebanbrc,0,464,158
2512,afgonzalezs,15,481,124
2513,anasofiia_lm,38,3175,2471
2514,aurianne_ehr,21,251,794
2515,amsid_,122,546,534
2516,_iandertal,14,196,247
2517,ramiroveramusic,214,1548,5914
2518,laiuvp,575,235,626
2519,uliyxes,42,99,23
2520,lisztbr_,4,104,9
2521,rfk.h,3,397,401
2522,maisonemeute,897,1151,5251
2523,maaaaaaaaauuuuuuuuu,1,588,891
2524,ltfimlna_,4,92,20
2525,ivanmendieta1,52,991,870
2526,sangeovr,69,1424,180
2527,tinchounc,270,193,151
2528,gordensy,161,5477,2524
2529,bsdszn__,8,324,432
2530,_fio__rella,79,1495,1791
2531,chrisross17,7,565,574
2532,vipha829,1,390,58
2533,georgerock.roll77,37,5255,636
2534,md.22,64,2399,3429
2535,be_dunk,408,1117,278
2536,the.far0ah,0,228,104
2537,illw0n,41,4795,271
2538,brian_bcf,89,2403,1151
2539,mauri_caricari,30,193,146
2540,iasmiim_2,10,824,429
2541,yeffrey543,145,532,152
2542,jenaina08,604,1885,544
2543,kupnanon,0,127,11
2544,doha_arabiat,0,3610,259
2545,taseen_._,9,420,402
2546,smile_mnt,2,518,24
2547,aestradag,149,4964,1051
2548,aryan_krki,0,26,9
2549,boryanagriffindesign,100,202,128
2550,briannesuperbad,54,657,357
2551,pecikonis,292,1222,899
2552,simeonviggos,1,56,41
2553,stefan_kufte,676,2009,1065
2554,newmagicwand21,0,232,0
2555,mohame535,60,315,1969
2556,shakesbierr,21,217,290
2557,sawooma,4,122,58
2558,arqyermaliceballos,0,114,46
2559,jasonwhistles,407,3823,3631
2560,dennis_titarenko,5,278,479
2561,ergl.yusuf,0,487,279
2562,dinosaurs,46,214,523
2563,kapatallo,0,74,49
2564,daniellinares_,4,1029,732
2565,alejandro_retes,3,549,257
